wineId	country	description
28320	Greece	This 100% Mavroudi, a regional red wine of Thrace, has an expressive, red-fruit nose with warm hints of vanilla and smoky spice. Grown in northeastern Greece on an ancient site overlooking the Aegean Sea, this is smooth and velvety with rich, spicy flavors and a lingering finish. Its texture and complexity lends it to pairings with more opulent dishes like rack of lamb and beef stew, but alternately, consider its Mediterranean roots and sip alongside a plate of spicy black olives or a Greek salad.
28437	Slovenia	Ebulliently perfumed with heady white florals that blow off to reveal a luscious, white peach nose, this dry, full-bodied Traminer is a bit high in alcohol, but plush and pleasant on the palate with yellow peach, tangerine and waxy lanolin notes.
28456	Croatia	There's a distinct grassy note of hay and alfalfa on the nose of this Croatian red wine. On the palate, there are pleasant notes of ripe red fruit and chocolate, but coarse grape tannins and a bold 15.5% alcohol content contribute to a rather harsh, disjointed mouthfeel.
29283	Hungary	This Cabernet Franc from Hungary has aromas of tart cherry, black plum and purple flowers. It is a medium- to full-bodied wine with flavors of tart cherry, pomegranate and cranberry juice. The tannins are soft and the finish is persistent.
29488	Greece	Fresh, clean and elegant aromas of citrus and flowers start this classic Assyrtiko. On the palate, balanced flavors of lemon, sea salt and white fruits offer food-friendly, quaffable character. A fantastic house wine.
29604	Hungary	This dry Hungarian wine is made from Muscat Lunel. It has sweet tart candy, dried basil, rosemary and lemon blossom aromas. On the palate, expect dried Mediterranean herb, lemon zest and white peach flavors.
29989	Greece	This dessert wine made from Moscato begins with an opulent nose of orange peel, citrus and flowers. Rich waves of white fruits, flowers and a touch of spice follows. A great choice for desserts, cheeses.
29992	Greece	Aromas of minerals, citrus and tropical fruit are followed by a combination of fresh fruit, minerals and spice in this Cretan indigenous white. Unique and food friendly.
30142	Greece	Alluring aromas of tropical fruit, flower and a spin of citrus are followed by soft flavors of pineapple and tropical fruit. Less bounce and brace than typical, which means it's a great choice for fans of rounder whites.
30661	Greece	Fresh lemon and banana aromas lead this curvy white from Greece. Pineapple and citrus flavors are balanced by a touch of spice. Overall the wine is a commercial, friendly-style Chardonnay for fans of easy-drinking whites.
30664	Greece	Pineapple, pear and honey on the nose are followed by tropical fruit and melon on the palate. Sweet and fruity with a honeyed finish, it's not the most sophisticated wine in the world, but will please fans of sweeter styles.
30760	Greece	Ripe cherry, cedar, vanilla and spice aromas are followed by soft red berries, cinnamon and vanilla flavors in this appealing Cabernet/Agiorgitiko blend. Overall soft and rich, the wine has a chalky, clean finish and a spin of spice.
30764	Greece	This fun, fruity white starts with aromas of pear, melon and flowers and leads into an easy-drinking array of refreshing white fruits and spice. A great go-to white that's not overly fussy and will pair well with spicy ethnic cuisine and poultry.
30777	Greece	Refreshing, sultry aromas of honey, lemon and rich spice lead this sweet Muscat from Samos. On the palate, unfolding layers of honey, nuts and citrus are kept aloft by a touch of acidity. A pretty, approachable sip with an exotic flair.
30835	Hungary	This light ruby-colored wine is made from Kadarka grapes. It has cherry and Mediterranean herb aromas and raspberry, baking spice and dried cherry flavors. It's balanced, with soft tannins and a fruity finish.
31524	Greece	This is a softer style Agiorgitiko with elegant citrus aromas and flavors and a touch of flowers in the palate. Easydrinking and refreshing with a food-oriented crispness.
31544	Greece	The nose on this Cretan white is one of orange citrus and cream, with white fruit flavors of apple, pear and exotic fruit to follow. Simple but intriguing—with a lingering, lush finish.
31633	Slovenia	A straw yellow color, with pink tinges, this bright wine is zesty and juicy at the same time. It has a round body and full mouthfeel, with flavors of green apple, Bartlett pear and citrus blossoms. There's bracing lime-juice acidity on the finish.
31706	Greece	A mysterious nose of black fruit, red berries, violets and cedar start this Cab/Syrah blend. On the palate, rounded, savory flavors are punctuated by spicy tobacco, cedar and pepper accents. An alluring balance of fruit and acid, it has character and style.
31723	Greece	Full-bodied aromas of vanilla, ripe blackberry, spice and cinnamon lead this assertive red from Drama. Rich, spicy and savory on the palate, the wine has a nice balance of minerality and layered fruit. The finish has a smoky spin.
32218	Greece	A spicy, floral nose leads this fresh white from Mantinia. Balanced with fruity pear and lemon flavors, it's a good everyday white with a glamorous edge.
32227	Greece	An herbaceous undercurrent gives this fresh white character. Along with a touch of mint and fresh herb, there's a wave of floral aroma. On the palate, it's fruity and feminine. A fun everyday white.
32354	Croatia	This straw-colored wine has delightful aromas of white jasmine, cotton candy and violets. Flavors recall guava, mango and papaya. Medium bodied and well balanced, it has a clean, crisp finish.
32514	Greece	Fresh lemon and lime and a spray of minerals and sea salt gives this wine a slightly lean, austere character. Clean and bright and not overly complicated, it will pair well with shellfish and grilled seafood.
32517	Greece	This refreshing red starts with aromas of allspice, clove, mint and red berries, followed by flavors of tobacco, clove and cherry on the palate. A wine with some elbows, it could age for 3-5 more years. Pair with grilled meats.
32518	Greece	Dark chocolate, cassis, violets and red berry start this red from Greece. On the palate, like flavors with a touch of bitter cocoa and smoke are earthy and exotic. Pair with grilled meats and hearty stews.
32522	Greece	This wine balances fresh fruit, citrus and tropical fruit with a crisp minerality. The wine offers freshness as well as spiciness and a touch of curve. Pair with sautéed fish, salads.
32854	Greece	The nose on this white from Greece is cheerful and alluring, with its waves of citrus and flowers. On the palate, the wine offers more than just fun—it's an elegant balance of robust and refreshing, with flavors of mandarin orange, lemon and spice shot through with a dancing acidity. Approachable but complex.
32984	Greece	Pineapple and lime peel start the nose of this layered Assyrtiko. On the palate, it unfolds with a combination of lemon peel, grapefruit and sea salt. This wine can age for several years but is good to drink now; pair with lamb, fresh fish or Asian cuisine.
33080	Greece	Pineapple and lemon rind aromas lead into flavors of full-bodied honey, apple and tropical fruit. Robust and layered with flavor, but the finish is bright. An assertive and fruit-forward wine with ageable potential.
33129	Greece	Plum, spice and red berries on the nose and palate give this wine character. The palate is dry and spicy with a focused edge.
33339	Greece	A rich nose of clove, tea, mint and cedar start this red from Greece. The palate offers clean bursts of cedar, spice and red currant. Fresh and light, the wine is a good house red.
33344	Greece	Aromas of bramble fruits and strawberry are followed by red and black fruit and spice in this easygoing red. Bursts of strawberry and red fruit mingle with rich spice and a dry finish. Pair with game, pasta dishes.
33366	Greece	The Kallisti offers exotic pineapple and tropical fruit aromas leading to a soft, layered palate of roasted nuts, citrus and vanilla. For fans of wines with a softer touch and some oak, this will be a hit. Pair with chicken, cheeses, richer dishes.
33376	Greece	Opulent pear, apple and floral aromas are followed by a fresh but fleshy array of tropical fruit in this easy drinking blend. Oak aging adds complexity but minerality keeps the wine poised. Pair with smoked salmon and poultry.
